index_data,temperature,pressure,mass_ratio
5715,0.35526315789473684,0.24137931034482757,0.011538461538461539
45711,0.7697368421052632,0.9655172413793104,0.4562500000000001
18076,0.14473684210526316,0.9655172413793104,0.05817307692307693
13183,0.16447368421052633,0.896551724137931,0.029807692307692313
11921,0.9210526315789473,0.5862068965517242,0.029807692307692313
29656,0.8355263157894737,0.44827586206896547,1.0000000000000002
25676,0.8223684210526316,0.5862068965517242,0.10288461538461541
9509,0.1513157894736842,0.06896551724137931,0.029807692307692313
9511,0.16447368421052633,0.06896551724137931,0.029807692307692313
17045,0.40789473684210525,0.7241379310344828,0.05817307692307693
424,0.7763157894736842,0.06896551724137931,0.0
34846,0.756578947368421,0.5862068965517242,0.17355769230769236
7970,0.09210526315789475,0.7586206896551725,0.011538461538461539
219,0.43421052631578944,0.034482758620689655,0.0
16560,0.2368421052631579,0.6206896551724138,0.05817307692307693
30151,0.06578947368421054,0.5862068965517242,1.0000000000000002
462,0.019736842105263157,0.10344827586206896,0.0
8177,0.4473684210526315,0.7931034482758621,0.011538461538461539
36980,0.7039473684210527,0.034482758620689655,0.28365384615384626
5072,0.1513157894736842,0.10344827586206896,0.011538461538461539
21963,0.5526315789473685,0.7931034482758621,0.726923076923077
40138,0.3421052631578947,0.7586206896551725,0.28365384615384626
11482,0.046052631578947366,0.5172413793103449,0.029807692307692313
19483,0.3421052631578947,0.24137931034482757,0.726923076923077
19520,0.5855263157894737,0.24137931034482757,0.726923076923077
31023,0.7697368421052632,0.7586206896551725,1.0000000000000002
24541,0.4013157894736842,0.3448275862068965,0.10288461538461541
32838,0.6315789473684211,0.13793103448275862,0.17355769230769236
20600,0.6447368421052632,0.4827586206896552,0.726923076923077
5412,0.37499999999999994,0.1724137931034483,0.011538461538461539
7856,0.34868421052631576,0.7241379310344828,0.011538461538461539
38157,0.3947368421052631,0.3103448275862069,0.28365384615384626
2718,0.7697368421052632,0.5862068965517242,0.0
7482,0.9078947368421053,0.6206896551724138,0.011538461538461539
34298,0.17105263157894737,0.4827586206896552,0.17355769230769236
38254,0.02631578947368421,0.3448275862068965,0.28365384615384626
2987,0.5263157894736842,0.6551724137931035,0.0
43887,0.8486842105263158,0.5517241379310345,0.4562500000000001
8413,0.993421052631579,0.8275862068965517,0.011538461538461539
45599,0.03289473684210526,0.9655172413793104,0.4562500000000001
12724,0.16447368421052633,0.7931034482758621,0.029807692307692313
11148,0.868421052631579,0.41379310344827586,0.029807692307692313
26027,0.11184210526315788,0.6896551724137931,0.10288461538461541
10856,0.9605263157894737,0.3448275862068965,0.029807692307692313
36477,0.41447368421052627,0.9655172413793104,0.17355769230769236
7530,0.21710526315789475,0.6551724137931035,0.011538461538461539
1233,0.05921052631578947,0.27586206896551724,0.0
31231,0.125,0.8275862068965517,1.0000000000000002
7211,0.13157894736842105,0.5862068965517242,0.011538461538461539
24760,0.8355263157894737,0.3793103448275862,0.10288461538461541
27326,0.6052631578947368,0.9655172413793104,0.10288461538461541
43475,0.1513157894736842,0.4827586206896552,0.4562500000000001
5665,0.02631578947368421,0.24137931034482757,0.011538461538461539
5893,0.5197368421052632,0.27586206896551724,0.011538461538461539
34470,0.29605263157894735,0.5172413793103449,0.17355769230769236
39648,0.13815789473684212,0.6551724137931035,0.28365384615384626
1397,0.13157894736842105,0.3103448275862069,0.0
40116,0.19736842105263158,0.7586206896551725,0.28365384615384626
17133,0.9868421052631579,0.7241379310344828,0.05817307692307693
13484,0.13157894736842105,0.9655172413793104,0.029807692307692313
39038,0.1513157894736842,0.5172413793103449,0.28365384615384626
16132,0.4407894736842105,0.5172413793103449,0.05817307692307693
39036,0.13815789473684212,0.5172413793103449,0.28365384615384626
14330,0.6644736842105263,0.10344827586206896,0.05817307692307693
44963,0.881578947368421,0.7931034482758621,0.4562500000000001
11446,0.8157894736842105,0.4827586206896552,0.029807692307692313
37553,0.4473684210526315,0.1724137931034483,0.28365384615384626
20151,0.7105263157894737,0.3793103448275862,0.726923076923077
30159,0.11842105263157895,0.5862068965517242,1.0000000000000002
8077,0.7960526315789473,0.7586206896551725,0.011538461538461539
8433,0.11842105263157895,0.8620689655172414,0.011538461538461539
31642,0.8157894736842105,0.896551724137931,1.0000000000000002
11389,0.4407894736842105,0.4827586206896552,0.029807692307692313
34613,0.23026315789473684,0.5517241379310345,0.17355769230769236
23851,0.8947368421052632,0.1724137931034483,0.10288461538461541
15299,1.0,0.3103448275862069,0.05817307692307693
10889,0.17105263157894737,0.3793103448275862,0.029807692307692313
23374,0.7763157894736842,0.06896551724137931,0.10288461538461541
6980,0.625,0.5172413793103449,0.011538461538461539
37243,0.42105263157894735,0.10344827586206896,0.28365384615384626
45042,0.3947368421052631,0.8275862068965517,0.4562500000000001
40957,0.6973684210526316,0.9310344827586207,0.28365384615384626
43719,0.75,0.5172413793103449,0.4562500000000001
22336,0.993421052631579,0.8620689655172414,0.726923076923077
14892,0.3355263157894737,0.24137931034482757,0.05817307692307693
22093,0.4013157894736842,0.8275862068965517,0.726923076923077
7582,0.5592105263157895,0.6551724137931035,0.011538461538461539
29149,0.5197368421052632,0.3448275862068965,1.0000000000000002
33764,0.6842105263157895,0.3448275862068965,0.17355769230769236
26076,0.43421052631578944,0.6896551724137931,0.10288461538461541
1338,0.75,0.27586206896551724,0.0
1523,0.9605263157894737,0.3103448275862069,0.0
38145,0.3157894736842105,0.3103448275862069,0.28365384615384626
8079,0.8092105263157895,0.7586206896551725,0.011538461538461539
33550,0.28289473684210525,0.3103448275862069,0.17355769230769236
19409,0.861842105263158,0.2068965517241379,0.726923076923077
43372,0.48026315789473684,0.44827586206896547,0.4562500000000001
10212,0.75,0.2068965517241379,0.029807692307692313
22365,0.17763157894736842,0.896551724137931,0.726923076923077
26427,0.7302631578947368,0.7586206896551725,0.10288461538461541
15187,0.2631578947368421,0.3103448275862069,0.05817307692307693
20854,0.3026315789473684,0.5517241379310345,0.726923076923077
27298,0.42105263157894735,0.9655172413793104,0.10288461538461541
44370,0.0,0.6896551724137931,0.4562500000000001
17007,0.15789473684210525,0.7241379310344828,0.05817307692307693
26038,0.18421052631578946,0.6896551724137931,0.10288461538461541
25228,0.8947368421052632,0.4827586206896552,0.10288461538461541
36048,0.611842105263158,0.8620689655172414,0.17355769230769236
13521,0.37499999999999994,0.9655172413793104,0.029807692307692313
10422,0.11842105263157895,0.27586206896551724,0.029807692307692313
6329,0.3684210526315789,0.3793103448275862,0.011538461538461539
10574,0.11184210526315788,0.3103448275862069,0.029807692307692313
28287,0.8881578947368421,0.13793103448275862,1.0000000000000002
38271,0.13815789473684212,0.3448275862068965,0.28365384615384626
35604,0.7105263157894737,0.7586206896551725,0.17355769230769236
41155,0.993421052631579,0.9655172413793104,0.28365384615384626
26766,0.9473684210526316,0.8275862068965517,0.10288461538461541
1323,0.6513157894736842,0.27586206896551724,0.0
43948,0.24342105263157895,0.5862068965517242,0.4562500000000001
8806,0.5592105263157895,0.9310344827586207,0.011538461538461539
10025,0.5263157894736842,0.1724137931034483,0.029807692307692313
34167,0.3157894736842105,0.44827586206896547,0.17355769230769236
44492,0.8026315789473685,0.6896551724137931,0.4562500000000001
42281,0.34868421052631576,0.2068965517241379,0.4562500000000001
45771,0.15789473684210525,1.0,0.4562500000000001
30485,0.25,0.6551724137931035,1.0000000000000002
10890,0.17763157894736842,0.3793103448275862,0.029807692307692313
16921,0.5986842105263158,0.6896551724137931,0.05817307692307693
16603,0.5197368421052632,0.6206896551724138,0.05817307692307693
26175,0.07894736842105263,0.7241379310344828,0.10288461538461541
30641,0.2697368421052631,0.6896551724137931,1.0000000000000002
33813,0.0,0.3793103448275862,0.17355769230769236
41428,0.7763157894736842,0.0,0.4562500000000001
37639,0.006578947368421052,0.2068965517241379,0.28365384615384626
10222,0.8157894736842105,0.2068965517241379,0.029807692307692313
36398,0.9013157894736842,0.9310344827586207,0.17355769230769236
18412,0.3421052631578947,0.0,0.726923076923077
25826,0.8026315789473685,0.6206896551724138,0.10288461538461541
45520,0.5197368421052632,0.9310344827586207,0.4562500000000001
18407,0.30921052631578944,0.0,0.726923076923077
28406,0.6644736842105263,0.1724137931034483,1.0000000000000002
33283,0.5394736842105263,0.24137931034482757,0.17355769230769236
17486,0.28947368421052627,0.8275862068965517,0.05817307692307693
42990,0.9868421052631579,0.3448275862068965,0.4562500000000001
9477,0.9473684210526316,0.034482758620689655,0.029807692307692313
12666,0.7894736842105263,0.7586206896551725,0.029807692307692313
17042,0.3881578947368421,0.7241379310344828,0.05817307692307693
28202,0.3289473684210526,0.13793103448275862,1.0000000000000002
5692,0.20394736842105263,0.24137931034482757,0.011538461538461539
15421,0.7960526315789473,0.3448275862068965,0.05817307692307693
4998,0.6710526315789473,0.06896551724137931,0.011538461538461539
42140,0.4276315789473684,0.1724137931034483,0.4562500000000001
39039,0.15789473684210525,0.5172413793103449,0.28365384615384626
39840,0.3947368421052631,0.6896551724137931,0.28365384615384626
37018,0.9539473684210527,0.034482758620689655,0.28365384615384626
23632,0.4605263157894737,0.13793103448275862,0.10288461538461541
18356,0.9802631578947368,1.0,0.05817307692307693
39933,0.0,0.7241379310344828,0.28365384615384626
38135,0.25,0.3103448275862069,0.28365384615384626
13091,0.5657894736842105,0.8620689655172414,0.029807692307692313
37615,0.8552631578947368,0.1724137931034483,0.28365384615384626
9609,0.8092105263157895,0.06896551724137931,0.029807692307692313
3464,0.6447368421052632,0.7586206896551725,0.0
36551,0.9013157894736842,0.9655172413793104,0.17355769230769236
15697,0.5986842105263158,0.41379310344827586,0.05817307692307693
20230,0.2236842105263158,0.41379310344827586,0.726923076923077
29415,0.256578947368421,0.41379310344827586,1.0000000000000002
39254,0.5657894736842105,0.5517241379310345,0.28365384615384626
26512,0.28289473684210525,0.7931034482758621,0.10288461538461541
962,0.28947368421052627,0.2068965517241379,0.0
39480,0.039473684210526314,0.6206896551724138,0.28365384615384626
33830,0.11184210526315788,0.3793103448275862,0.17355769230769236
33706,0.3026315789473684,0.3448275862068965,0.17355769230769236
3448,0.5394736842105263,0.7586206896551725,0.0
22400,0.40789473684210525,0.896551724137931,0.726923076923077
7828,0.16447368421052633,0.7241379310344828,0.011538461538461539
33370,0.10526315789473684,0.27586206896551724,0.17355769230769236
10951,0.5789473684210527,0.3793103448275862,0.029807692307692313
41251,0.618421052631579,1.0,0.28365384615384626
36140,0.2105263157894737,0.896551724137931,0.17355769230769236
29380,0.02631578947368421,0.41379310344827586,1.0000000000000002
23228,0.8223684210526316,0.034482758620689655,0.10288461538461541
23634,0.47368421052631576,0.13793103448275862,0.10288461538461541
11690,0.40789473684210525,0.5517241379310345,0.029807692307692313
32520,0.5526315789473685,0.06896551724137931,0.17355769230769236
44196,0.868421052631579,0.6206896551724138,0.4562500000000001
35969,0.09210526315789475,0.8620689655172414,0.17355769230769236
23239,0.8947368421052632,0.034482758620689655,0.10288461538461541
27881,0.23026315789473684,0.06896551724137931,1.0000000000000002
39034,0.125,0.5172413793103449,0.28365384615384626
28071,0.47368421052631576,0.10344827586206896,1.0000000000000002
32835,0.611842105263158,0.13793103448275862,0.17355769230769236
12543,0.9868421052631579,0.7241379310344828,0.029807692307692313
2775,0.13815789473684212,0.6206896551724138,0.0
22759,0.756578947368421,0.9655172413793104,0.726923076923077
12269,0.19078947368421054,0.6896551724137931,0.029807692307692313
35269,0.5197368421052632,0.6896551724137931,0.17355769230769236
41378,0.4473684210526315,0.0,0.4562500000000001
8170,0.4013157894736842,0.7931034482758621,0.011538461538461539
4320,0.2368421052631579,0.9655172413793104,0.0
7665,0.09868421052631579,0.6896551724137931,0.011538461538461539
20237,0.2697368421052631,0.41379310344827586,0.726923076923077
18900,0.5328947368421053,0.10344827586206896,0.726923076923077
11049,0.21710526315789475,0.41379310344827586,0.029807692307692313
20602,0.6578947368421053,0.4827586206896552,0.726923076923077
3467,0.6644736842105263,0.7586206896551725,0.0
5574,0.43421052631578944,0.2068965517241379,0.011538461538461539
19476,0.29605263157894735,0.24137931034482757,0.726923076923077
44810,0.881578947368421,0.7586206896551725,0.4562500000000001
14863,0.14473684210526316,0.24137931034482757,0.05817307692307693
35906,0.6842105263157895,0.8275862068965517,0.17355769230769236
38600,0.28947368421052627,0.41379310344827586,0.28365384615384626
28476,0.11842105263157895,0.2068965517241379,1.0000000000000002
2656,0.36184210526315785,0.5862068965517242,0.0
17479,0.24342105263157895,0.8275862068965517,0.05817307692307693
43890,0.868421052631579,0.5517241379310345,0.4562500000000001
43291,0.9539473684210527,0.41379310344827586,0.4562500000000001
5538,0.19736842105263158,0.2068965517241379,0.011538461538461539
29124,0.35526315789473684,0.3448275862068965,1.0000000000000002
9270,0.5921052631578948,0.0,0.029807692307692313
30155,0.09210526315789475,0.5862068965517242,1.0000000000000002
44763,0.5723684210526316,0.7586206896551725,0.4562500000000001
11426,0.6842105263157895,0.4827586206896552,0.029807692307692313
15931,0.125,0.4827586206896552,0.05817307692307693
43010,0.11184210526315788,0.3793103448275862,0.4562500000000001
37120,0.618421052631579,0.06896551724137931,0.28365384615384626
36638,0.4671052631578947,1.0,0.17355769230769236
22083,0.3355263157894737,0.8275862068965517,0.726923076923077
33985,0.125,0.41379310344827586,0.17355769230769236
26627,0.03289473684210526,0.8275862068965517,0.10288461538461541
24733,0.6578947368421053,0.3793103448275862,0.10288461538461541
36115,0.046052631578947366,0.896551724137931,0.17355769230769236
