temperature,pressure,mass_ratio,H2S_conv,CS2_conv,naphthalene,p_Xylene,toluene,benzene,H2S,methane
790,24,1.04,0.06731975987295938,0.9996494917630565,0.0422,0.0159,0.0928,0.1427,24.6826,55.7889
800,24,1.04,0.07022225502243956,0.9996639408535902,0.044,0.0166,0.0968,0.1488,24.6506,55.7726
810,24,1.04,0.07317981105551408,0.9996775580395529,0.0459,0.0173,0.1009,0.1551,24.6179,55.7559
820,24,1.04,0.07619636089243982,0.9996903065964695,0.0478,0.018,0.105,0.1615,24.5846,55.739
830,24,1.04,0.07926797161296005,0.9997023218892638,0.0497,0.0187,0.1092,0.168,24.5506,55.7217
840,24,1.04,0.0823946432170749,0.9997136038186157,0.0517,0.0195,0.1136,0.1747,24.5161,55.7041
850,24,1.04,0.0855763757047841,0.9997242647058824,0.0537,0.0202,0.1179,0.1814,24.4809,55.6862
860,24,1.04,0.08881316907608779,0.9997343016561864,0.0557,0.021,0.1224,0.1883,24.4452,55.668
870,24,1.04,0.09210109041072922,0.9997437868306431,0.0578,0.0217,0.1269,0.1952,24.4088,55.6495
880,24,1.04,0.09544013970870825,0.9996703206132037,0.0599,0.0225,0.1315,0.2023,24.3719,55.6307
890,24,1.04,0.09883031697002517,0.9996816300541229,0.062,0.0233,0.1362,0.2095,24.3345,55.6116
900,24,1.04,0.10226768927442297,0.9996923550223042,0.0642,0.0241,0.1409,0.2168,24.2965,55.5923
910,24,1.04,0.1057561895421585,0.9997024916325772,0.0663,0.025,0.1458,0.2242,24.2579,55.5727
920,24,1.04,0.10929188485297504,0.9997121266642678,0.0686,0.0258,0.1506,0.2317,24.2189,55.5528
930,24,1.04,0.11287477520687259,0.9996515679442509,0.0708,0.0267,0.1556,0.2393,24.1793,55.5326
940,24,1.04,0.11650486060385115,0.999662435862814,0.0731,0.0275,0.1606,0.2469,24.1392,55.5122
950,24,1.04,0.12017820812365383,0.9996727534524511,0.0754,0.0284,0.1656,0.2547,24.0986,55.4915
960,24,1.04,0.12389875068653752,0.9996825598374707,0.0777,0.0293,0.1707,0.2626,24.0575,55.4706
970,24,1.04,0.12765862245198875,0.999630314232902,0.0801,0.0301,0.1759,0.2706,24.0159,55.4494
980,24,1.04,0.13146175634026408,0.9996409980254892,0.0825,0.031,0.1812,0.2786,23.9738,55.428
990,24,1.04,0.1353081523513637,0.9996512033484479,0.0849,0.0319,0.1865,0.2868,23.9313,55.4064
1000,24,1.04,0.13919387756503085,0.9996044303797469,0.0873,0.0329,0.1918,0.295,23.8884,55.3845
1010,24,1.04,0.14312286490152226,0.999615278922781,0.0898,0.0338,0.1972,0.3033,23.8449,55.3624
1020,24,1.04,0.14708724852032432,0.999572192513369,0.0923,0.0347,0.2027,0.3117,23.8011,55.3401
1030,24,1.04,0.15109096134169378,0.9995835285543235,0.0948,0.0357,0.2082,0.3202,23.7568,55.3176
1040,24,1.04,0.1551340033656309,0.9995436799675507,0.0973,0.0366,0.2138,0.3288,23.7121,55.2948
1050,24,1.04,0.15921244167187867,0.9995553579368608,0.0999,0.0376,0.2194,0.3374,23.667,55.2718
1060,24,1.04,0.16333020918069396,0.999518397225968,0.1024,0.0386,0.2251,0.3461,23.6214,55.2487
1070,24,1.04,0.16748337297181992,0.999483374037197,0.105,0.0395,0.2308,0.3549,23.5755,55.2253
1080,24,1.04,0.17166800012499991,0.999495990836197,0.1077,0.0405,0.2365,0.3638,23.5292,55.2017
1090,24,1.04,0.17589195648074732,0.9994633513706901,0.1103,0.0415,0.2424,0.3727,23.4825,55.1779
1100,24,1.04,0.18014737619854876,0.999432363985678,0.113,0.0425,0.2482,0.3818,23.4354,55.1539
1110,24,1.04,0.18443819219866098,0.9994029341521665,0.1157,0.0435,0.2541,0.3908,23.3879,55.1297
1120,24,1.04,0.18876047156082712,0.9993749218652331,0.1184,0.0446,0.2601,0.4,23.34,55.1054
1130,24,1.04,0.1931142142850472,0.9993482953851167,0.1211,0.0456,0.2661,0.4092,23.2918,55.0808
1140,24,1.04,0.19750335329157817,0.999322951929587,0.1238,0.0466,0.2721,0.4185,23.2432,55.0561
1150,24,1.04,0.2019200227399062,0.9992598652175607,0.1266,0.0477,0.2782,0.4278,23.1943,55.0312
1160,24,1.04,0.20637208847054514,0.9992376886720538,0.1294,0.0487,0.2843,0.4372,23.1449,55.0061
1170,24,1.04,0.21085168464298112,0.9991792882190553,0.1322,0.0498,0.2905,0.4467,23.0953,54.9808
1180,24,1.04,0.21536667709772803,0.9991599707815925,0.135,0.0508,0.2967,0.4563,23.0453,54.9553
1190,24,1.04,0.21990919999427197,0.999105769574704,0.1379,0.0519,0.3029,0.4659,22.9949,54.9297
1200,24,1.04,0.22447925333261337,0.9990539262062441,0.1407,0.053,0.3092,0.4755,22.9442,54.9039
1210,24,1.04,0.22908077003300853,0.9990042576569153,0.1436,0.0541,0.3155,0.4852,22.8931,54.8779
1220,24,1.04,0.2337137500954579,0.9989566856258204,0.1465,0.0551,0.3219,0.495,22.8417,54.8517
1230,24,1.04,0.23837426059970426,0.9988780729252599,0.1494,0.0562,0.3283,0.5049,22.79,54.8254
1240,24,1.04,0.24306623446600487,0.9988349891589269,0.1523,0.0573,0.3347,0.5148,22.7379,54.7989
1250,24,1.04,0.24778180585384574,0.9987619440652679,0.1553,0.0585,0.3412,0.5247,22.6855,54.7722
1260,24,1.04,0.25252884060374065,0.9986917925556766,0.1582,0.0596,0.3477,0.5347,22.6327,54.7453
1270,24,1.04,0.2573073387156896,0.998624358033749,0.1612,0.0607,0.3542,0.5448,22.5796,54.7183
1280,24,1.04,0.26210943434917905,0.9985295441586891,0.1642,0.0618,0.3608,0.5549,22.5262,54.6911
1290,24,1.04,0.2669429933447225,0.998467749064443,0.1672,0.063,0.3674,0.5651,22.4724,54.6637
1300,24,1.04,0.2718001498618064,0.9983793951671249,0.1703,0.0641,0.3741,0.5754,22.4183,54.6362
1310,24,1.04,0.2766887697409442,0.9982658630884694,0.1733,0.0652,0.3808,0.5857,22.3638,54.6085
1320,24,1.04,0.2816049200618793,0.9981844082567526,0.1764,0.0664,0.3875,0.596,22.309,54.5806
1330,24,1.04,0.286544667904355,0.9980784539789728,0.1795,0.0675,0.3943,0.6064,22.2538,54.5525
1340,24,1.04,0.2915158791088846,0.997976309327865,0.1825,0.0687,0.4011,0.6168,22.1984,54.5243
1350,24,1.04,0.29651068783495466,0.9978512308998302,0.1857,0.0699,0.4079,0.6273,22.1425,54.4959
1360,24,1.04,0.30153302700282203,0.9977305334550671,0.1888,0.0711,0.4148,0.6379,22.0864,54.4673
1370,24,1.04,0.30658289661248656,0.9975883213177003,0.1919,0.0722,0.4216,0.6485,22.0299,54.4385
1380,24,1.04,0.3116602966639484,0.9974509111099894,0.1951,0.0734,0.4286,0.6591,21.973,54.4096
1390,24,1.04,0.31676129423695065,0.9973181028060591,0.1982,0.0746,0.4355,0.6698,21.9158,54.3805
1400,24,1.04,0.32188588933149337,0.9971653389374909,0.2014,0.0758,0.4425,0.6806,21.8583,54.3512
1410,24,1.04,0.32703801486783335,0.9969935300767251,0.2046,0.077,0.4495,0.6913,21.8004,54.3218
1420,24,1.04,0.3322176708459707,0.9968272759559608,0.2078,0.0782,0.4565,0.7022,21.7422,54.2922
1430,24,1.04,0.33741699142539155,0.9966431218966361,0.211,0.0794,0.4636,0.713,21.6836,54.2624
1440,24,1.04,0.3426438424466098,0.9964417713091985,0.2142,0.0806,0.4707,0.7239,21.6247,54.2324
1450,24,1.04,0.3478942909893685,0.9962467215338698,0.2175,0.0819,0.4778,0.7349,21.5655,54.2023
1460,24,1.04,0.353164404133411,0.9960355464486959,0.2207,0.0831,0.485,0.7459,21.5059,54.1719
1470,24,1.04,0.3584620477192506,0.9958088299833231,0.224,0.0843,0.4921,0.7569,21.446,54.1415
1480,24,1.04,0.36377542298611737,0.9955889984431758,0.2272,0.0855,0.4993,0.7679,21.3857,54.1108
1490,24,1.04,0.36911239577452454,0.9953330776115588,0.2305,0.0868,0.5065,0.779,21.3251,54.08
1500,24,1.04,0.3744690331642154,0.9950847564433802,0.2338,0.088,0.5137,0.7901,21.2643,54.049
1510,24,1.04,0.37984533515519003,0.9948229447090494,0.2371,0.0892,0.5209,0.8012,21.203,54.0179
1520,24,1.04,0.38523736882719173,0.9945279320483502,0.2404,0.0905,0.5282,0.8124,21.1415,53.9866
1530,24,1.04,0.39064906710047703,0.9942413015463918,0.2437,0.0917,0.5355,0.8235,21.0797,53.9552
10,25,1.04,3.616179778808107e-08,0.0,0.0,0.0,0.0,0.0,25.4264,56.1675
20,25,1.04,3.616179778808107e-08,0.0,0.0,0.0,0.0,0.0,25.4264,56.1675
30,25,1.04,3.616179778808107e-08,0.0,0.0,0.0,0.0,0.0,25.4264,56.1675
40,25,1.04,3.616179778808107e-08,0.0,0.0,0.0,0.0,0.0,25.4264,56.1675
50,25,1.04,3.616179778808107e-08,0.0,0.0,0.0,0.0,0.0,25.4264,56.1675
60,25,1.04,3.616179778808107e-08,0.0,0.0,0.0,0.0,0.0,25.4264,56.1675
70,25,1.04,3.616179778808107e-08,0.0,0.0,0.0,0.0,0.0,25.4264,56.1675
80,25,1.04,3.616179778808107e-08,0.0,0.0,0.0,0.0,0.0,25.4264,56.1675
90,25,1.04,3.896758458950848e-06,0.0,0.0,0.0,0.0,0.0,25.4263,56.1675
100,25,1.04,3.896758458950848e-06,0.0,0.0,0.0,0.0,0.0,25.4263,56.1675
110,25,1.04,3.896758458950848e-06,0.0,0.0,0.0,0.0,0.0,25.4263,56.1675
120,25,1.04,7.829678715689778e-06,0.0,0.0,0.0,0.0,0.0,25.4262,56.1674
130,25,1.04,1.1762598972428707e-05,0.0,0.0,0.0,0.0,0.0,25.4261,56.1674
140,25,1.04,1.569551922930736e-05,0.0,0.0,0.0,0.0,0.0,25.426,56.1673
150,25,1.04,2.356135974278522e-05,0.0,0.0,0.0,0.0,0.0,25.4258,56.1672
160,25,1.04,3.142720025626308e-05,0.0,0.0,0.0,0.0,0.0,25.4256,56.1671
170,25,1.04,4.7158881283218796e-05,0.0,0.0,0.0,0.0,0.0,25.4252,56.167
180,25,1.04,5.895764205343559e-05,0.0,0.0,0.0,0.0,0.0,25.4249,56.1668
190,25,1.04,7.862224333726996e-05,0.0,0.0,0.0,0.0,0.0,25.4244,56.1665
200,25,1.04,0.00010221976487770354,0.0,0.0,0.0,0.0,0.0,25.4238,56.1662
210,25,1.04,0.00013368312693175469,0.0,0.0,0.0,0.0,0.0,25.423,56.1658
220,25,1.04,0.00016907940924240506,0.045454545454545574,0.0,0.0,0.0,0.0,25.4222,56.1654
230,25,1.04,0.00021627445232341193,0.10714285714285711,0.0,0.0,0.0,0.0,25.4212,56.1649
240,25,1.04,0.0002713353359178967,0.14285714285714285,0.0,0.0,0.0,0.0001,25.42,56.1643
250,25,1.04,0.0003381949802825982,0.18604651162790697,0.0,0.0,0.0001,0.0001,25.4188,56.1637
260,25,1.04,0.00041292046516077757,0.26415094339622647,0.0001,0.0,0.0002,0.0002,25.4175,56.163
270,25,1.04,0.0005073105513227913,0.34375000000000006,0.0001,0.0,0.0002,0.0004,25.4161,56.1623
280,25,1.04,0.0006134993982550219,0.4230769230769231,0.0002,0.0001,0.0004,0.0005,25.4145,56.1616
290,25,1.04,0.0007354199262142082,0.5,0.0002,0.0001,0.0005,0.0008,25.4129,56.1608
300,25,1.04,0.000877005055457089,0.5625,0.0003,0.0001,0.0007,0.001,25.4112,56.1599
310,25,1.04,0.0010421877062405432,0.6240601503759398,0.0004,0.0002,0.0009,0.0014,25.4093,56.1589
320,25,1.04,0.0012309678785644312,0.6794871794871794,0.0005,0.0002,0.0012,0.0018,25.4072,56.1578
330,25,1.04,0.0014433455724287524,0.7267759562841529,0.0007,0.0002,0.0014,0.0022,25.4049,56.1566
340,25,1.04,0.001679320787833647,0.7710280373831776,0.0008,0.0003,0.0018,0.0027,25.4023,56.1554
350,25,1.04,0.001950692285549332,0.810483870967742,0.001,0.0004,0.0022,0.0033,25.3995,56.1539
360,25,1.04,0.002249594225062189,0.8426573426573426,0.0012,0.0004,0.0026,0.004,25.3964,56.1524
370,25,1.04,0.002579959526628958,0.8689024390243903,0.0014,0.0005,0.0031,0.0048,25.393,56.1506
380,25,1.04,0.0029496540307632556,0.8933333333333334,0.0017,0.0006,0.0036,0.0056,25.3893,56.1487
390,25,1.04,0.0033586777374650825,0.9133489461358313,0.0019,0.0007,0.0042,0.0065,25.3851,56.1466
400,25,1.04,0.0038030977264776993,0.9297520661157025,0.0022,0.0008,0.0049,0.0075,25.3806,56.1443
410,25,1.04,0.004294712758571183,0.9432234432234432,0.0025,0.001,0.0056,0.0086,25.3755,56.1417
420,25,1.04,0.004825656993232196,0.9543973941368079,0.0029,0.0011,0.0064,0.0098,25.37,56.1389
430,25,1.04,0.005407729191230815,0.9636098981077147,0.0033,0.0012,0.0072,0.0111,25.3639,56.1358
440,25,1.04,0.006033063512053842,0.971316818774446,0.0037,0.0014,0.0081,0.0124,25.3573,56.1324
450,25,1.04,0.006709525796214475,0.977725674091442,0.0041,0.0015,0.009,0.0139,25.3501,56.1287
460,25,1.04,0.007441048963969592,0.9820295983086681,0.0046,0.0017,0.0101,0.0155,25.3423,56.1248
470,25,1.04,0.008223700095062457,0.9856459330143541,0.0051,0.0019,0.0112,0.0172,25.3339,56.1205
480,25,1.04,0.009061412109749804,0.9887152777777778,0.0056,0.0021,0.0124,0.019,25.3249,56.1159
490,25,1.04,0.009954185008031637,0.991304347826087,0.0062,0.0023,0.0136,0.0209,25.3152,56.1109
500,25,1.04,0.010905951710164693,0.9927849927849928,0.0068,0.0026,0.0149,0.023,25.3048,56.1057
510,25,1.04,0.011916712216148973,0.9940594059405939,0.0074,0.0028,0.0163,0.0251,25.2938,56.1
520,25,1.04,0.012986466525984477,0.9951544518473653,0.0081,0.0031,0.0178,0.0274,25.2821,56.0941
530,25,1.04,0.014119147559927945,0.996100278551532,0.0088,0.0033,0.0194,0.0298,25.2697,56.0877
540,25,1.04,0.015314755317979373,0.9969183359013868,0.0096,0.0036,0.021,0.0324,25.2565,56.0811
550,25,1.04,0.016573289800138766,0.9971523493118178,0.0104,0.0039,0.0228,0.035,25.2427,56.074
560,25,1.04,0.01789868392666286,0.9978021978021978,0.0112,0.0042,0.0246,0.0379,25.2282,56.0666
570,25,1.04,0.019287004777294912,0.9979608482871125,0.0121,0.0045,0.0265,0.0408,25.2129,56.0588
580,25,1.04,0.02073825235203493,0.9984831247629882,0.013,0.0049,0.0285,0.0439,25.1969,56.0507
590,25,1.04,0.02225635957113979,0.9985865724381625,0.0139,0.0052,0.0306,0.0471,25.1801,56.0422
600,25,1.04,0.023841326434609213,0.998680303530188,0.0149,0.0056,0.0328,0.0505,25.1627,56.0333
610,25,1.04,0.025493152942443476,0.9987658130206726,0.016,0.006,0.0351,0.054,25.1444,56.024
620,25,1.04,0.0272118390946423,0.9991329479768786,0.0171,0.0064,0.0375,0.0576,25.1255,56.0143
630,25,1.04,0.028997384891205968,0.9991863303498779,0.0182,0.0068,0.0399,0.0614,25.1058,56.0043
640,25,1.04,0.030849790332134332,0.9992350841407445,0.0193,0.0073,0.0425,0.0654,25.0854,55.9939
650,25,1.04,0.0327690554174274,0.999279884781565,0.0205,0.0077,0.0451,0.0694,25.0642,55.9831
660,25,1.04,0.034755180147085174,0.9993209597102761,0.0218,0.0082,0.0479,0.0736,25.0423,55.972
670,25,1.04,0.036804231600850904,0.9993588373584099,0.0231,0.0087,0.0507,0.078,25.0196,55.9604
680,25,1.04,0.03892407561923822,0.9993936944219887,0.0244,0.0092,0.0536,0.0825,24.9962,55.9485
690,25,1.04,0.041106846361733354,0.9994259471871413,0.0258,0.0097,0.0566,0.0871,24.9721,55.9363
700,25,1.04,0.04335647674859319,0.9996371552975327,0.0272,0.0102,0.0597,0.0919,24.9473,55.9236
710,25,1.04,0.045669033859561135,0.9996555287633483,0.0286,0.0108,0.0629,0.0968,24.9218,55.9106
720,25,1.04,0.04804451769463704,0.9996725605762934,0.0301,0.0113,0.0662,0.1018,24.8955,55.8973
730,25,1.04,0.050486861174077496,0.999688424988316,0.0317,0.0119,0.0696,0.107,24.8685,55.8835
740,25,1.04,0.05299213137762607,0.9997031319578448,0.0332,0.0125,0.073,0.1123,24.8409,55.8694
750,25,1.04,0.0555603283052826,0.9997168342064279,0.0348,0.0131,0.0766,0.1178,24.8125,55.855
760,25,1.04,0.05818751903679035,0.9997296201162634,0.0365,0.0137,0.0802,0.1233,24.7835,55.8402
770,25,1.04,0.06087763649240606,0.9997415686781238,0.0382,0.0144,0.0839,0.129,24.7538,55.8251
780,25,1.04,0.063626747751873,0.9997527506490296,0.0399,0.015,0.0877,0.1349,24.7234,55.8097
790,25,1.04,0.06643485281519103,0.9997632015155103,0.0417,0.0157,0.0916,0.1408,24.6924,55.7939
800,25,1.04,0.0693019516823604,0.9996594778660614,0.0435,0.0164,0.0955,0.1469,24.6607,55.7777
810,25,1.04,0.07222411143312428,0.9996732737965586,0.0453,0.0171,0.0995,0.1531,24.6284,55.7613
820,25,1.04,0.07520526498773937,0.9996862252902416,0.0472,0.0178,0.1037,0.1594,24.5955,55.7445
830,25,1.04,0.07824541234620555,0.999698401528099,0.0491,0.0185,0.1078,0.1659,24.562,55.7275
840,25,1.04,0.08133668766800962,0.9997098646034817,0.051,0.0192,0.1121,0.1724,24.5278,55.7101
850,25,1.04,0.08448302387340803,0.9997206703910615,0.053,0.0199,0.1164,0.1791,24.4931,55.6924
860,25,1.04,0.08768048804214433,0.9997308692921862,0.055,0.0207,0.1208,0.1859,24.4577,55.6744
870,25,1.04,0.09093301309447496,0.9997404844290658,0.057,0.0215,0.1253,0.1928,24.4218,55.6561
880,25,1.04,0.0942327331898866,0.9997495826377296,0.0591,0.0223,0.1299,0.1998,24.3853,55.6375
890,25,1.04,0.09758751416889275,0.9997581815250686,0.0612,0.023,0.1345,0.2069,24.3483,55.6187
900,25,1.04,0.10098949019097989,0.9996884492561726,0.0633,0.0238,0.1392,0.2141,24.3107,55.5995
910,25,1.04,0.10443866125614788,0.9996987271220908,0.0655,0.0247,0.1439,0.2214,24.2726,55.5801
920,25,1.04,0.10793502736439704,0.9997084973036001,0.0677,0.0255,0.1488,0.2288,24.2339,55.5604
930,25,1.04,0.11147858851572706,0.9997177732307909,0.0699,0.0263,0.1536,0.2363,24.1947,55.5405
940,25,1.04,0.11506934471013808,0.9997265705106296,0.0722,0.0272,0.1586,0.2439,24.1551,55.5203
950,25,1.04,0.11870336302737323,0.9996686766947187,0.0745,0.028,0.1636,0.2516,24.1149,55.4999
960,25,1.04,0.1223806434674328,0.9996786425862845,0.0768,0.0289,0.1687,0.2594,24.0743,55.4792
970,25,1.04,0.12610511895057322,0.999688123752495,0.0791,0.0298,0.1738,0.2673,24.0331,55.4582
980,25,1.04,0.12986892363628105,0.9996971532404604,0.0815,0.0307,0.179,0.2753,23.9915,55.437
990,25,1.04,0.13367205752455655,0.9996469342120748,0.0838,0.0316,0.1842,0.2833,23.9495,55.4156
1000,25,1.04,0.13751845353565614,0.9996568094720586,0.0863,0.0325,0.1895,0.2915,23.9069,55.394
1010,25,1.04,0.1414041787493233,0.9996662401958057,0.0887,0.0334,0.1949,0.2997,23.864,55.3721
1020,25,1.04,0.14532923316555782,0.9996211301147435,0.0912,0.0343,0.2003,0.308,23.8206,55.35
1030,25,1.04,0.1492936167843599,0.9996311907270812,0.0936,0.0352,0.2057,0.3164,23.7768,55.3277
1040,25,1.04,0.15329339668547273,0.9995895120324286,0.0961,0.0362,0.2112,0.3249,23.7325,55.3052
1050,25,1.04,0.15733250578915312,0.9996000399960004,0.0987,0.0371,0.2168,0.3335,23.6879,55.2825
1060,25,1.04,0.16140701117514417,0.9995614035087719,0.1012,0.0381,0.2224,0.3421,23.6428,55.2595
1070,25,1.04,0.16551691284344583,0.999524760003802,0.1038,0.0391,0.2281,0.3508,23.5974,55.2364
1080,25,1.04,0.16965827787380158,0.9995363716444898,0.1064,0.0401,0.2338,0.3596,23.5515,55.213
1090,25,1.04,0.17383897210672483,0.9995022849644812,0.109,0.041,0.2395,0.3684,23.5053,55.1895
1100,25,1.04,0.178051129701702,0.9994698710019438,0.1117,0.042,0.2453,0.3773,23.4587,55.1658
1110,25,1.04,0.18229868357898998,0.9994390749050742,0.1143,0.043,0.2512,0.3863,23.4117,55.1419
1120,25,1.04,0.18657770081833186,0.9994519392917369,0.117,0.044,0.2571,0.3954,23.3643,55.1177
1130,25,1.04,0.19089211433998451,0.9994231086204055,0.1197,0.0451,0.263,0.4045,23.3166,55.0934
1140,25,1.04,0.1952340583034345,0.9993956486704271,0.1224,0.0461,0.269,0.4137,23.2685,55.069
1150,25,1.04,0.19961139854919513,0.9993301020609213,0.1252,0.0471,0.275,0.423,23.22,55.0443
1160,25,1.04,0.20401626923675292,0.999306010718279,0.1279,0.0482,0.2811,0.4323,23.1712,55.0195
1170,25,1.04,0.20845260328636478,0.9992830459227954,0.1307,0.0492,0.2872,0.4417,23.1221,54.9944
1180,25,1.04,0.21292040069803067,0.9992242048099301,0.1335,0.0503,0.2933,0.4511,23.0726,54.9692
1190,25,1.04,0.21741966147175049,0.9992040808943236,0.1363,0.0513,0.2995,0.4606,23.0227,54.9439
1200,25,1.04,0.22194645268726748,0.9991494489137753,0.1391,0.0524,0.3057,0.4702,22.9725,54.9183
1210,25,1.04,0.2265047072648385,0.9990970968190026,0.142,0.0535,0.312,0.4798,22.922,54.8926
1220,25,1.04,0.23109049228420686,0.9990469382892542,0.1449,0.0545,0.3183,0.4895,22.8711,54.8667
1230,25,1.04,0.23570774066562913,0.9989988653807649,0.1478,0.0556,0.3246,0.4993,22.8199,54.8406
1240,25,1.04,0.24035251948884856,0.9989527425055635,0.1507,0.0567,0.331,0.5091,22.7684,54.8144
1250,25,1.04,0.2450248287538653,0.998908507223114,0.1536,0.0578,0.3374,0.519,22.7165,54.788
1260,25,1.04,0.24972466846067937,0.9988345722565202,0.1565,0.0589,0.3439,0.5289,22.6643,54.7614
1270,25,1.04,0.25445597152954735,0.9987634857337166,0.1595,0.06,0.3504,0.5389,22.6117,54.7347
1280,25,1.04,0.25921087211995575,0.9986951508162893,0.1624,0.0611,0.3569,0.5489,22.5588,54.7077
1290,25,1.04,0.2639972360724182,0.9986294023002205,0.1654,0.0623,0.3635,0.559,22.5056,54.6806
1300,25,1.04,0.2688111304666778,0.9985661614092585,0.1684,0.0634,0.3701,0.5691,22.4521,54.6534
1310,25,1.04,0.27365255530273475,0.9984765737280827,0.1714,0.0645,0.3767,0.5793,22.3982,54.626
1320,25,1.04,0.27851757766033214,0.9983902397695501,0.1745,0.0657,0.3834,0.5896,22.344,54.5984
1330,25,1.04,0.2834140633799836,0.9982792595265187,0.1775,0.0668,0.3901,0.5999,22.2894,54.5706
1340,25,1.04,0.2883341466211754,0.998199525329405,0.1806,0.068,0.3968,0.6103,22.2345,54.5427
1350,25,1.04,0.2932817603041645,0.9980958000321837,0.1837,0.0691,0.4036,0.6207,22.1793,54.5146
1360,25,1.04,0.2982569044289508,0.997969302178385,0.1868,0.0703,0.4104,0.6311,22.1238,54.4863
1370,25,1.04,0.30325957899553446,0.9978731130362608,0.1899,0.0715,0.4172,0.6416,22.0679,54.4579
1380,25,1.04,0.3082858510836584,0.9977291863342943,0.193,0.0726,0.4241,0.6522,22.0116,54.4293
1390,25,1.04,0.3133396536135798,0.9976152224118887,0.1961,0.0738,0.4309,0.6628,21.9551,54.4005
1400,25,1.04,0.3184170536650415,0.9974802993997184,0.1993,0.075,0.4379,0.6734,21.8982,54.3715
1410,25,1.04,0.32352198415830064,0.9973255531242402,0.2025,0.0762,0.4448,0.6841,21.841,54.3424
1420,25,1.04,0.3286505121731001,0.9971758173376095,0.2056,0.0774,0.4518,0.6949,21.7834,54.3131
1430,25,1.04,0.33380263770944013,0.997007328510498,0.2088,0.0786,0.4588,0.7057,21.7255,54.2837
1440,25,1.04,0.3389783607673206,0.996844181459566,0.212,0.0798,0.4659,0.7165,21.6673,54.2541
1450,25,1.04,0.3441776813467416,0.9966633147454064,0.2152,0.081,0.4729,0.7273,21.6088,54.2243
1460,25,1.04,0.349400599447703,0.9964880684376407,0.2185,0.0822,0.48,0.7382,21.5499,54.1943
1470,25,1.04,0.3546471150702051,0.9962960498591611,0.2217,0.0835,0.4871,0.7492,21.4907,54.1642
1480,25,1.04,0.3599093623737339,0.9960879447504153,0.2249,0.0847,0.4942,0.7601,21.4312,54.1339
1490,25,1.04,0.3651991401190602,0.9958645644869476,0.2282,0.0859,0.5014,0.7711,21.3714,54.1035
1500,25,1.04,0.3705046495454133,0.9956266055240643,0.2315,0.0871,0.5086,0.7822,21.3113,54.0729
1510,25,1.04,0.3758298235730502,0.9953955629970699,0.2347,0.0884,0.5157,0.7932,21.2508,54.0422
1520,25,1.04,0.38117072928171414,0.995150539631441,0.238,0.0896,0.5229,0.8043,21.1901,54.0113
1530,25,1.04,0.3865312995916618,0.9948717948717949,0.2413,0.0908,0.5302,0.8154,21.1291,53.9802
10,26,1.04,3.616179778808107e-08,0.0,0.0,0.0,0.0,0.0,25.4264,56.1675
20,26,1.04,3.616179778808107e-08,0.0,0.0,0.0,0.0,0.0,25.4264,56.1675
30,26,1.04,3.616179778808107e-08,0.0,0.0,0.0,0.0,0.0,25.4264,56.1675
40,26,1.04,3.616179778808107e-08,0.0,0.0,0.0,0.0,0.0,25.4264,56.1675
50,26,1.04,3.616179778808107e-08,0.0,0.0,0.0,0.0,0.0,25.4264,56.1675
60,26,1.04,3.616179778808107e-08,0.0,0.0,0.0,0.0,0.0,25.4264,56.1675
70,26,1.04,3.616179778808107e-08,0.0,0.0,0.0,0.0,0.0,25.4264,56.1675
80,26,1.04,3.616179778808107e-08,0.0,0.0,0.0,0.0,0.0,25.4264,56.1675
90,26,1.04,3.896758458950848e-06,0.0,0.0,0.0,0.0,0.0,25.4263,56.1675
100,26,1.04,3.896758458950848e-06,0.0,0.0,0.0,0.0,0.0,25.4263,56.1675
110,26,1.04,3.896758458950848e-06,0.0,0.0,0.0,0.0,0.0,25.4263,56.1675
120,26,1.04,7.829678715689778e-06,0.0,0.0,0.0,0.0,0.0,25.4262,56.1674
130,26,1.04,1.1762598972428707e-05,0.0,0.0,0.0,0.0,0.0,25.4261,56.1674
140,26,1.04,1.569551922930736e-05,0.0,0.0,0.0,0.0,0.0,25.426,56.1673
150,26,1.04,2.356135974278522e-05,0.0,0.0,0.0,0.0,0.0,25.4258,56.1672
160,26,1.04,3.142720025626308e-05,0.0,0.0,0.0,0.0,0.0,25.4256,56.1671
170,26,1.04,4.322596102647987e-05,0.0,0.0,0.0,0.0,0.0,25.4253,56.167
180,26,1.04,5.895764205343559e-05,0.0,0.0,0.0,0.0,0.0,25.4249,56.1668
190,26,1.04,7.862224333726996e-05,0.0,0.0,0.0,0.0,0.0,25.4244,56.1665
200,26,1.04,0.00010221976487770354,0.0,0.0,0.0,0.0,0.0,25.4238,56.1662
210,26,1.04,0.00012975020667487603,0.0,0.0,0.0,0.0,0.0,25.4231,56.1659
220,26,1.04,0.00016907940924240506,0.0,0.0,0.0,0.0,0.0,25.4222,56.1654
230,26,1.04,0.000212341532066673,0.0740740740740741,0.0,0.0,0.0,0.0,25.4212,56.1649
240,26,1.04,0.00026740241566115775,0.14705882352941177,0.0,0.0,0.0,0.0001,25.4201,56.1644
250,26,1.04,0.00033032913976912035,0.19047619047619047,0.0,0.0,0.0001,0.0001,25.4189,56.1638
260,26,1.04,0.00040898754490403864,0.2692307692307692,0.0001,0.0,0.0002,0.0002,25.4176,56.1631
270,26,1.04,0.0004955117905525746,0.34920634920634913,0.0001,0.0,0.0002,0.0004,25.4163,56.1624
