temperature,pressure,mass_ratio,H2S_conv,CS2_conv,naphthalene,p_Xylene,toluene,benzene,H2S,methane
10,1,0.42,9.226120356068883e-07,0.0,0.0,0.0,0.0,0.0,36.5281,32.587
20,1,0.42,9.226120356068883e-07,0.0,0.0,0.0,0.0,0.0,36.5281,32.587
30,1,0.42,9.226120356068883e-07,0.0,0.0,0.0,0.0,0.0,36.5281,32.587
40,1,0.42,9.226120356068883e-07,0.0,0.0,0.0,0.0,0.0,36.5281,32.587
50,1,0.42,1.8150089264613062e-06,0.0,0.0,0.0,0.0,0.0,36.528,32.587
60,1,0.42,1.8150089264613062e-06,0.0,0.0,0.0,0.0,0.0,36.528,32.587
70,1,0.42,1.8150089264613062e-06,0.0,0.0,0.0,0.0,0.0,36.528,32.587
80,1,0.42,4.552629888334981e-06,0.0,0.0,0.0,0.0,0.0,36.5279,32.5869
90,1,0.42,7.2902508504031755e-06,0.0,0.0,0.0,0.0,0.0,36.5278,32.5869
100,1,0.42,1.002787181227685e-05,0.0,0.0,0.0,0.0,0.0,36.5277,32.5868
110,1,0.42,1.550311373621872e-05,0.0,0.0,0.0,0.0,0.0,36.5275,32.5867
120,1,0.42,2.0978355660355108e-05,0.0,0.0,0.0,0.0,0.0,36.5273,32.5866
130,1,0.42,3.192883950823885e-05,0.0,0.0,0.0,0.0,0.0,36.5269,32.5864
140,1,0.42,4.2879323356122586e-05,0.0,0.0,0.0,0.0,0.0,36.5265,32.5862
150,1,0.42,6.204267009001639e-05,0.0,0.0,0.0,0.0,0.0,36.5258,32.5859
160,1,0.42,8.394363778578387e-05,0.0,0.0,0.0,0.0,0.0,36.525,32.5855
170,1,0.42,0.0001140574683675614,0.0,0.0,0.0,0.0,0.0,36.5239,32.5849
180,1,0.42,0.0001523841618351545,0.0,0.0,0.0,0.0,0.0,36.5225,32.5842
190,1,0.42,0.00019892371818875764,0.0,0.0,0.0,0.0,0.0,36.5208,32.5834
200,1,0.42,0.00025915137935231275,0.0,0.0,0.0,0.0,0.0,36.5186,32.5823
210,1,0.42,0.0003330671453256252,0.0,0.0,0.0,0.0,0.0,36.5159,32.5809
220,1,0.42,0.00042340863707095785,0.0,0.0,0.0,0.0,0.0,36.5126,32.5793
230,1,0.42,0.0005329134755499898,0.0,0.0,0.0,0.0,0.0,36.5086,32.5773
240,1,0.42,0.0006643192817249836,0.016393442622950862,0.0,0.0,0.0,0.0,36.5039,32.5749
250,1,0.42,0.0008231012975196869,0.019999999999999997,0.0,0.0,0.0,0.0001,36.4984,32.5722
260,1,0.42,0.0010065219019720314,0.038043478260869526,0.0,0.0,0.0001,0.0001,36.4921,32.569
270,1,0.42,0.0012227939579682215,0.06278026905829605,0.0001,0.0,0.0002,0.0002,36.485,32.5655
280,1,0.42,0.0014719174655082573,0.09665427509293686,0.0001,0.0,0.0003,0.0004,36.4772,32.5616
290,1,0.42,0.0017621052874777598,0.13975155279503107,0.0002,0.0001,0.0005,0.0008,36.4688,32.5573
300,1,0.42,0.00209061980291505,0.19109947643979053,0.0004,0.0001,0.0008,0.0012,36.4599,32.5529
310,1,0.42,0.0024656738747059434,0.24666666666666665,0.0005,0.0002,0.0012,0.0019,36.4506,32.5482
320,1,0.42,0.002890005123812508,0.3049242424242424,0.0008,0.0003,0.0017,0.0027,36.4407,32.5432
330,1,0.42,0.00336361355023455,0.36260162601626017,0.0011,0.0004,0.0024,0.0037,36.4303,32.538
340,1,0.42,0.003894712016858078,0.4163150492264416,0.0015,0.0006,0.0032,0.005,36.4194,32.5324
350,1,0.42,0.004483300523683288,0.4688644688644689,0.0019,0.0007,0.0042,0.0064,36.4078,32.5265
360,1,0.42,0.005132116691671859,0.5165421558164355,0.0024,0.0009,0.0053,0.0081,36.3954,32.5203
370,1,0.42,0.005846635762747926,0.5608614232209739,0.003,0.0011,0.0065,0.01,36.3823,32.5136
380,1,0.42,0.006624120115949616,0.6008264462809917,0.0036,0.0014,0.0079,0.0121,36.3683,32.5065
390,1,0.42,0.007472782614162551,0.6366300366300366,0.0043,0.0016,0.0094,0.0145,36.3534,32.499
400,1,0.42,0.008392623257386924,0.6686236138290933,0.0051,0.0019,0.0111,0.0171,36.3375,32.4909
410,1,0.42,0.00938637966658461,0.6971995332555426,0.0059,0.0022,0.013,0.0199,36.3205,32.4823
420,1,0.42,0.010454051841755805,0.7228915662650602,0.0068,0.0026,0.015,0.023,36.3024,32.4731
430,1,0.42,0.01159563978290031,0.7455146364494806,0.0078,0.0029,0.0171,0.0263,36.2831,32.4633
440,1,0.42,0.012816618731942266,0.7659120034173431,0.0088,0.0033,0.0194,0.0299,36.2627,32.4529
450,1,0.42,0.014116988688881475,0.7835531419705197,0.01,0.0038,0.0219,0.0337,36.241,32.4419
460,1,0.42,0.015496749653717938,0.7992932862190812,0.0112,0.0042,0.0245,0.0377,36.218,32.4302
470,1,0.42,0.016953164005489976,0.8133677752663867,0.0124,0.0047,0.0273,0.042,36.1937,32.4178
480,1,0.42,0.018494444607083212,0.8256364712847839,0.0138,0.0052,0.0302,0.0465,36.168,32.4048
490,1,0.42,0.020112378595611827,0.83610127960795,0.0152,0.0057,0.0333,0.0512,36.1409,32.391
500,1,0.42,0.021812441212999766,0.8456325301204819,0.0166,0.0063,0.0365,0.0562,36.1124,32.3765
510,1,0.42,0.02359463245924683,0.8537943838477605,0.0182,0.0068,0.0399,0.0614,36.0825,32.3613
520,1,0.42,0.02545621471339154,0.8610453861045386,0.0198,0.0074,0.0434,0.0668,36.0511,32.3454
530,1,0.42,0.027397187975433505,0.8673061550759392,0.0214,0.0081,0.0471,0.0724,36.0182,32.3287
540,1,0.42,0.02941755224537272,0.8725107016564303,0.0231,0.0087,0.0508,0.0782,35.9839,32.3112
550,1,0.42,0.03151730752320919,0.8771716469770674,0.0249,0.0094,0.0548,0.0842,35.948,32.293
560,1,0.42,0.03369645380894331,0.881052973675658,0.0268,0.0101,0.0588,0.0904,35.9106,32.274
570,1,0.42,0.035952253481612614,0.8844045080718855,0.0287,0.0108,0.063,0.0968,35.8717,32.2542
580,1,0.42,0.0382847065412171,0.8870137299771168,0.0306,0.0115,0.0673,0.1034,35.8313,32.2337
590,1,0.42,0.040693812987757164,0.8892626480086113,0.0326,0.0123,0.0717,0.1102,35.7893,32.2124
600,1,0.42,0.043176835200270734,0.8909459802181081,0.0347,0.0131,0.0762,0.1172,35.7458,32.1903
610,1,0.42,0.045733773178757424,0.8922542798994374,0.0368,0.0138,0.0808,0.1243,35.7007,32.1674
620,1,0.42,0.04836462692321762,0.893128042567644,0.0389,0.0147,0.0856,0.1316,35.654,32.1437
630,1,0.42,0.05106392119172738,0.8937493299024338,0.0411,0.0155,0.0904,0.139,35.6057,32.1193
640,1,0.42,0.053837131226210255,0.8939286077494153,0.0434,0.0163,0.0953,0.1466,35.5559,32.094
650,1,0.42,0.0566787817847427,0.8938369397217929,0.0457,0.0172,0.1003,0.1543,35.5045,32.0679
660,1,0.42,0.05958887286732471,0.8934117430855463,0.048,0.0181,0.1054,0.1622,35.4515,32.041
670,1,0.42,0.06256466685299403,0.8927977596919576,0.0504,0.019,0.1106,0.1701,35.3968,32.0133
680,1,0.42,0.06560616374175084,0.8919212151560675,0.0527,0.0199,0.1159,0.1782,35.3406,31.9848
690,1,0.42,0.06871336353359514,0.8907569721115538,0.0552,0.0208,0.1212,0.1864,35.2828,31.9555
700,1,0.42,0.0718807909866028,0.8894051336735471,0.0576,0.0217,0.1266,0.1947,35.2233,31.9254
710,1,0.42,0.07511392134269797,0.8878198119396458,0.0601,0.0226,0.1321,0.2031,35.1622,31.8944
720,1,0.42,0.07840727935995669,0.8860335195530726,0.0626,0.0236,0.1376,0.2116,35.0995,31.8627
730,1,0.42,0.08175812741741689,0.8841414412001072,0.0652,0.0245,0.1432,0.2202,35.0351,31.8301
740,1,0.42,0.08516920313604065,0.8820315011250401,0.0677,0.0255,0.1488,0.2288,34.9691,31.7967
750,1,0.42,0.0886377688948659,0.8797331521403422,0.0703,0.0265,0.1544,0.2375,34.9015,31.7625
760,1,0.42,0.09216108707293075,0.8773170152091255,0.0729,0.0274,0.1601,0.2463,34.8322,31.7274
770,1,0.42,0.09573915767023504,0.8747569484158755,0.0755,0.0284,0.1659,0.2551,34.7613,31.6915
780,1,0.42,0.09937198068677892,0.8720590666152406,0.0781,0.0294,0.1716,0.264,34.6887,31.6548
790,1,0.42,0.10305681850160056,0.8692487514610562,0.0807,0.0304,0.1774,0.2729,34.6145,31.6173
800,1,0.42,0.10679367111469953,0.8662906946936684,0.0834,0.0314,0.1832,0.2818,34.5386,31.5789
810,1,0.42,0.1105798009051142,0.8632402455931868,0.086,0.0324,0.1891,0.2908,34.4612,31.5398
820,1,0.42,0.11441520787284432,0.8601234626979949,0.0887,0.0334,0.1949,0.2998,34.382,31.4998
830,1,0.42,0.11829989201789012,0.856891604184023,0.0914,0.0344,0.2008,0.3088,34.3013,31.459
840,1,0.42,0.12223111571928953,0.8535656692349042,0.094,0.0354,0.2066,0.3178,34.2189,31.4174
850,1,0.42,0.12620887897704264,0.850158344540367,0.0967,0.0364,0.2125,0.3268,34.1349,31.3749
860,1,0.42,0.13023044417018728,0.8467101114147573,0.0994,0.0374,0.2184,0.3359,34.0493,31.3317
870,1,0.42,0.13429854891968562,0.8431996086105675,0.1021,0.0384,0.2243,0.3449,33.9621,31.2877
880,1,0.42,0.1384077179836135,0.8395901736619328,0.1048,0.0394,0.2302,0.354,33.8733,31.2429
890,1,0.42,0.14256068898293314,0.8359705046470544,0.1074,0.0404,0.236,0.363,33.783,31.1973
900,1,0.42,0.14675746191764433,0.8322638412177288,0.1101,0.0414,0.2419,0.3721,33.691,31.1509
910,1,0.42,0.15099256154582327,0.8285527794901548,0.1128,0.0424,0.2478,0.3811,33.5975,31.1037
920,1,0.42,0.1552659878674698,0.8247760772974116,0.1154,0.0435,0.2536,0.3901,33.5025,31.0557
930,1,0.42,0.15958047850354612,0.8210045975434022,0.1181,0.0445,0.2595,0.3991,33.4059,31.007
940,1,0.42,0.16393329583309002,0.8171737750910123,0.1208,0.0455,0.2653,0.4081,33.3078,30.9575
950,1,0.42,0.16832443985610163,0.8133233581628337,0.1234,0.0465,0.2711,0.417,33.2082,30.9073
960,1,0.42,0.1727539105725809,0.8094574036511156,0.1261,0.0474,0.277,0.426,33.107,30.8563
970,1,0.42,0.17721897036156592,0.8055735780270029,0.1287,0.0484,0.2828,0.4349,33.0044,30.8046
980,1,0.42,0.18171688160209465,0.8016812799421495,0.1313,0.0494,0.2885,0.4438,32.9003,30.7521
990,1,0.42,0.1862531195360911,0.7977775817973366,0.1339,0.0504,0.2943,0.4526,32.7948,30.6989
1000,1,0.42,0.19082494654259316,0.7938712269023299,0.1366,0.0514,0.3,0.4615,32.6878,30.645
1010,1,0.42,0.19542962500063907,0.7899868321519625,0.1392,0.0524,0.3058,0.4703,32.5793,30.5904
1020,1,0.42,0.20006715491022864,0.7860700602079913,0.1418,0.0534,0.3115,0.4791,32.4694,30.535
1030,1,0.42,0.2047402738923239,0.7821575653848211,0.1444,0.0543,0.3172,0.4878,32.3581,30.4789
1040,1,0.42,0.20944350670500086,0.7782657569340967,0.1469,0.0553,0.3228,0.4965,32.2454,30.4222
1050,1,0.42,0.21418232859018363,0.7743749680454011,0.1495,0.0563,0.3285,0.5052,32.1313,30.3647
1060,1,0.42,0.2189512643059481,0.7705176294073518,0.1521,0.0572,0.3341,0.5139,32.0159,30.3066
1070,1,0.42,0.22375578909421828,0.7666332248513471,0.1546,0.0582,0.3397,0.5225,31.8991,30.2478
1080,1,0.42,0.22858769009210825,0.7627784431137724,0.1572,0.0592,0.3453,0.5311,31.7808,30.1882
1090,1,0.42,0.23345518016250397,0.7589474177963319,0.1597,0.0601,0.3509,0.5397,31.6613,30.128
1100,1,0.42,0.23835278406348134,0.7551053223990996,0.1622,0.0611,0.3565,0.5482,31.5403,30.0672
1110,1,0.42,0.2432805017950405,0.7513109625728625,0.1648,0.062,0.362,0.5568,31.4181,30.0056
1120,1,0.42,0.2482410709781434,0.7475242065330069,0.1673,0.063,0.3675,0.5652,31.2944,29.9434
1130,1,0.42,0.25323175399182807,0.7437405405405405,0.1698,0.0639,0.373,0.5737,31.1695,29.8805
1140,1,0.42,0.2582552884570564,0.7399932157394844,0.1723,0.0648,0.3785,0.5821,31.0432,29.817
1150,1,0.42,0.26330893675286654,0.7362708199039322,0.1748,0.0658,0.384,0.5905,30.9156,29.7528
1160,1,0.42,0.26839269887925843,0.732578539371685,0.1772,0.0667,0.3894,0.5989,30.7867,29.6879
1170,1,0.42,0.27350931245719406,0.7288705609160427,0.1797,0.0676,0.3948,0.6073,30.6564,29.6224
1180,1,0.42,0.27865877748667334,0.7252328368766455,0.1822,0.0686,0.4003,0.6156,30.5248,29.5562
1190,1,0.42,0.28383835634673443,0.7215856481481482,0.1846,0.0695,0.4056,0.6239,30.3919,29.4893
1200,1,0.42,0.2890507866583392,0.7179686316108501,0.1871,0.0704,0.411,0.6322,30.2576,29.4218
1210,1,0.42,0.2942960684214878,0.7144,0.1895,0.0713,0.4164,0.6404,30.1221,29.3537
1220,1,0.42,0.29957420163618004,0.7108418320722302,0.192,0.0723,0.4218,0.6487,29.9852,29.2848
1230,1,0.42,0.30488244868145403,0.7072947345736657,0.1944,0.0732,0.4271,0.6569,29.8469,29.2153
1240,1,0.42,0.31022628479923375,0.7037945640663608,0.1968,0.0741,0.4324,0.6651,29.7073,29.1451
1250,1,0.42,0.3156029723685572,0.7003053329169703,0.1992,0.075,0.4377,0.6732,29.5664,29.0743
1260,1,0.42,0.32101524901038636,0.6968446187958384,0.2016,0.0759,0.443,0.6814,29.424,29.0027
1270,1,0.42,0.3264603771037592,0.6934004192872117,0.2041,0.0768,0.4483,0.6895,29.2804,28.9305
1280,1,0.42,0.33194109426963786,0.690000989674397,0.2065,0.0777,0.4536,0.6977,29.1353,28.8576
1290,1,0.42,0.33745740050802214,0.6866126912530625,0.2089,0.0786,0.4589,0.7058,28.9889,28.784
1300,1,0.42,0.3430092958189121,0.6832569795840184,0.2113,0.0795,0.4642,0.7139,28.841,28.7097
1310,1,0.42,0.3485995178232698,0.6799176980586793,0.2137,0.0804,0.4694,0.722,28.6917,28.6346
1320,1,0.42,0.3542253289001332,0.6766106096203783,0.216,0.0813,0.4747,0.7301,28.541,28.5589
1330,1,0.42,0.3598894666704642,0.6733302905826868,0.2184,0.0822,0.4799,0.7381,28.3889,28.4825
1340,1,0.42,0.36559193113426297,0.6700712873659618,0.2208,0.0831,0.4852,0.7462,28.2353,28.4053
1350,1,0.42,0.3713354599124914,0.6668436030138157,0.2232,0.084,0.4904,0.7543,28.0803,28.3274
1360,1,0.42,0.37711731538418747,0.6636322720211392,0.2256,0.0849,0.4957,0.7623,27.9237,28.2487
1370,1,0.42,0.3829402351703132,0.6604566706223818,0.228,0.0858,0.5009,0.7704,27.7656,28.1693
1380,1,0.42,0.3888069568918306,0.657283276066017,0.2304,0.0867,0.5061,0.7785,27.606,28.0891
1390,1,0.42,0.3947147429277777,0.6541454550498674,0.2328,0.0876,0.5114,0.7865,27.4449,28.0082
1400,1,0.42,0.4006663308991164,0.6510426630954659,0.2351,0.0885,0.5166,0.7946,27.2822,27.9264
1410,1,0.42,0.40666172080584667,0.6479474371575135,0.2375,0.0894,0.5219,0.8026,27.1178,27.8439
1420,1,0.42,0.4126954374060447,0.644882255389718,0.2399,0.0903,0.5271,0.8107,26.952,27.7606
1430,1,0.42,0.41878116880452027,0.6418298773631776,0.2423,0.0912,0.5324,0.8188,26.7845,27.6765
1440,1,0.42,0.4249107021383874,0.6388165863464166,0.2447,0.0921,0.5376,0.8268,26.6153,27.5915
1450,1,0.42,0.4310895126495703,0.6358117204765413,0.2471,0.093,0.5429,0.8349,26.4445,27.5057
1460,1,0.42,0.4373148627171067,0.6328454633095867,0.2495,0.0939,0.5481,0.843,26.272,27.419
1470,1,0.42,0.4435894899619587,0.629892491699273,0.2519,0.0948,0.5534,0.8511,26.0978,27.3316
1480,1,0.42,0.44991065676316433,0.6269532200749647,0.2543,0.0957,0.5587,0.8592,25.9219,27.2432
1490,1,0.42,0.45628383836264746,0.6240520303350293,0.2567,0.0966,0.564,0.8674,25.7442,27.154
1500,1,0.42,0.4627090347604082,0.6211646096865424,0.2591,0.0975,0.5692,0.8755,25.5648,27.0639
1510,1,0.42,0.46918350833548456,0.6182957568967932,0.2615,0.0984,0.5746,0.8837,25.3836,26.9729
1520,1,0.42,0.4757099967088385,0.6154642972238847,0.2639,0.0993,0.5799,0.8918,25.2007,26.8811
1530,1,0.42,0.48228849988046996,0.6126355225066696,0.2663,0.1003,0.5852,0.9,25.0159,26.7883
10,2,0.42,9.226120356068883e-07,0.0,0.0,0.0,0.0,0.0,36.5281,32.587
20,2,0.42,9.226120356068883e-07,0.0,0.0,0.0,0.0,0.0,36.5281,32.587
30,2,0.42,9.226120356068883e-07,0.0,0.0,0.0,0.0,0.0,36.5281,32.587
40,2,0.42,9.226120356068883e-07,0.0,0.0,0.0,0.0,0.0,36.5281,32.587
50,2,0.42,1.8150089264613062e-06,0.0,0.0,0.0,0.0,0.0,36.528,32.587
60,2,0.42,1.8150089264613062e-06,0.0,0.0,0.0,0.0,0.0,36.528,32.587
70,2,0.42,1.8150089264613062e-06,0.0,0.0,0.0,0.0,0.0,36.528,32.587
80,2,0.42,1.8150089264613062e-06,0.0,0.0,0.0,0.0,0.0,36.528,32.5869
90,2,0.42,4.552629888334981e-06,0.0,0.0,0.0,0.0,0.0,36.5279,32.5869
100,2,0.42,7.2902508504031755e-06,0.0,0.0,0.0,0.0,0.0,36.5278,32.5869
110,2,0.42,1.002787181227685e-05,0.0,0.0,0.0,0.0,0.0,36.5277,32.5868
120,2,0.42,1.550311373621872e-05,0.0,0.0,0.0,0.0,0.0,36.5275,32.5867
130,2,0.42,2.3715976622228782e-05,0.0,0.0,0.0,0.0,0.0,36.5272,32.5866
140,2,0.42,3.192883950823885e-05,0.0,0.0,0.0,0.0,0.0,36.5269,32.5864
150,2,0.42,4.561694431799626e-05,0.0,0.0,0.0,0.0,0.0,36.5264,32.5862
160,2,0.42,6.204267009001639e-05,0.0,0.0,0.0,0.0,0.0,36.5258,32.5858
170,2,0.42,8.668125874765754e-05,0.0,0.0,0.0,0.0,0.0,36.5249,32.5854
180,2,0.42,0.0001140574683675614,0.0,0.0,0.0,0.0,0.0,36.5239,32.5849
190,2,0.42,0.0001523841618351545,0.0,0.0,0.0,0.0,0.0,36.5225,32.5842
200,2,0.42,0.00019618609722688396,0.0,0.0,0.0,0.0,0.0,36.5209,32.5834
210,2,0.42,0.00025367613742837086,0.0,0.0,0.0,0.0,0.0,36.5188,32.5824
220,2,0.42,0.00032211666147774145,0.0,0.0,0.0,0.0,0.0,36.5163,32.5811
230,2,0.42,0.00040698291129913225,0.013513513513513549,0.0,0.0,0.0,0.0,36.5133,32.5796
240,2,0.42,0.0005055372659302804,0.021505376344085895,0.0,0.0,0.0,0.0,36.5098,32.5779
250,2,0.42,0.000625992588257196,0.0350877192982457,0.0,0.0,0.0,0.0001,36.5057,32.5758
260,2,0.42,0.0007683488782800736,0.06428571428571427,0.0,0.0,0.0001,0.0001,36.501,32.5735
270,2,0.42,0.0009326061359987188,0.09941520467836258,0.0001,0.0,0.0002,0.0003,36.4959,32.5709
280,2,0.42,0.0011269772242991415,0.145631067961165,0.0001,0.0001,0.0003,0.0005,36.4903,32.5681
290,2,0.42,0.0013487245222192734,0.19918699186991876,0.0002,0.0001,0.0005,0.0008,36.4844,32.5651
300,2,0.42,0.0016033232716832512,0.26279863481228666,0.0004,0.0001,0.0008,0.0013,36.4781,32.562
310,2,0.42,0.001896248714614822,0.32369942196531787,0.0006,0.0002,0.0012,0.0019,36.4715,32.5586
320,2,0.42,0.002224763230051918,0.38669950738916253,0.0008,0.0003,0.0017,0.0026,36.4646,32.5551
330,2,0.42,0.0025943420599188693,0.44514767932489446,0.001,0.0004,0.0023,0.0035,36.4572,32.5514
340,2,0.42,0.003010460446139424,0.5018181818181818,0.0014,0.0005,0.003,0.0046,36.4493,32.5474
350,2,0.42,0.003470380767751708,0.5520504731861199,0.0017,0.0007,0.0038,0.0058,36.4409,32.5431
360,2,0.42,0.003982315887641537,0.5983493810178817,0.0022,0.0008,0.0047,0.0073,36.4319,32.5386
370,2,0.42,0.0045462658058087165,0.6409638554216868,0.0026,0.001,0.0058,0.0089,36.4223,32.5337
380,2,0.42,0.005162230522253636,0.6786850477200425,0.0032,0.0012,0.0069,0.0107,36.4119,32.5284
390,2,0.42,0.00583842289986211,0.7129455909943715,0.0038,0.0014,0.0082,0.0127,36.4008,32.5228
400,2,0.42,0.006572105317672072,0.7425,0.0044,0.0017,0.0097,0.0149,36.3889,32.5167
410,2,0.42,0.007366015396645393,0.7696879643387816,0.0051,0.0019,0.0112,0.0173,36.3761,32.5102
420,2,0.42,0.008225628378706213,0.7929427430093209,0.0059,0.0022,0.0129,0.0199,36.3624,32.5032
430,2,0.42,0.009148206642892653,0.8138839018551766,0.0067,0.0025,0.0147,0.0227,36.3478,32.4958
440,2,0.42,0.010136487810166399,0.8319827120475419,0.0076,0.0029,0.0167,0.0257,36.3321,32.4878
450,2,0.42,0.011193209501489708,0.8483365949119374,0.0086,0.0032,0.0188,0.0289,36.3154,32.4793
460,2,0.42,0.01231563409590032,0.8626056024899955,0.0096,0.0036,0.021,0.0324,36.2977,32.4703
470,2,0.42,0.013509236835322565,0.8751520064856101,0.0107,0.004,0.0234,0.036,36.2788,32.4607
480,2,0.42,0.014774017719756054,0.8858413639733136,0.0118,0.0044,0.0259,0.0399,36.2588,32.4505
490,2,0.42,0.016107239128238915,0.8953093133922502,0.013,0.0049,0.0286,0.0439,36.2377,32.4397
500,2,0.42,0.017514376302695284,0.9037199124726477,0.0143,0.0054,0.0313,0.0482,36.2154,32.4284
510,2,0.42,0.018992691622163087,0.9109253387143269,0.0156,0.0059,0.0343,0.0527,36.1918,32.4164
520,2,0.42,0.02054218508664214,0.9173773987206822,0.017,0.0064,0.0373,0.0574,36.1671,32.4038
530,2,0.42,0.022162856696132823,0.9229249011857708,0.0184,0.0069,0.0405,0.0623,36.1411,32.3906
540,2,0.42,0.02385470645063475,0.9274730319026853,0.0199,0.0075,0.0438,0.0674,36.1139,32.3767
550,2,0.42,0.02561773435014812,0.9316093182303911,0.0215,0.0081,0.0473,0.0727,36.0854,32.3622
560,2,0.42,0.02745467801563499,0.9351814918228959,0.0231,0.0087,0.0508,0.0782,36.0557,32.3471
570,2,0.42,0.029360062205171233,0.9382693024990675,0.0248,0.0093,0.0546,0.0839,36.0248,32.3314
580,2,0.42,0.03133662453971872,0.9407653328673772,0.0266,0.01,0.0584,0.0898,35.9925,32.315
590,2,0.42,0.03338162739831578,0.9429227488928981,0.0284,0.0107,0.0623,0.0959,35.959,32.2979
600,2,0.42,0.03549780840192427,0.9446244022828937,0.0302,0.0114,0.0664,0.1021,35.9243,32.2803
610,2,0.42,0.03767969230862026,0.9460912525428654,0.0321,0.0121,0.0706,0.1086,35.8883,32.262
620,2,0.42,0.03993275436032749,0.9473467708761827,0.0341,0.0128,0.0749,0.1152,35.851,32.243
630,2,0.42,0.04224878169416035,0.9481596682218766,0.0361,0.0136,0.0793,0.122,35.8125,32.2234
640,2,0.42,0.04463324955204258,0.9488469087340531,0.0382,0.0144,0.0839,0.129,35.7727,32.2032
650,2,0.42,0.047083420313012304,0.9492964298174207,0.0403,0.0152,0.0885,0.1361,35.7317,32.1824
660,2,0.42,0.049596556356107456,0.9494369618017223,0.0424,0.016,0.0933,0.1434,35.6894,32.1609
670,2,0.42,0.05217265768132804,0.9495225102319236,0.0447,0.0168,0.0981,0.1509,35.6459,32.1388
680,2,0.42,0.05481172428867424,0.9493557087204076,0.0469,0.0177,0.1031,0.1585,35.601,32.116
690,2,0.42,0.05751101855718381,0.948971820258949,0.0492,0.0185,0.1081,0.1662,35.555,32.0926
700,2,0.42,0.060270540486856934,0.9484920058139535,0.0515,0.0194,0.1132,0.1741,35.5076,32.0685
710,2,0.42,0.06309029007769361,0.9478434435476872,0.0539,0.0203,0.1184,0.1821,35.459,32.0439
720,2,0.42,0.06596752970873178,0.9469621513944223,0.0563,0.0212,0.1237,0.1903,35.4091,32.0185
730,2,0.42,0.06890225937997142,0.9460425937698664,0.0588,0.0221,0.1291,0.1986,35.358,31.9926
740,2,0.42,0.07189447909141275,0.944939456248572,0.0612,0.0231,0.1345,0.2069,35.3056,31.9659
750,2,0.42,0.07493871360113144,0.9436691751296852,0.0637,0.024,0.1401,0.2154,35.2519,31.9387
760,2,0.42,0.07803770053008974,0.9423279309619027,0.0663,0.025,0.1456,0.224,35.1968,31.9108
770,2,0.42,0.08119143987828764,0.940791691954953,0.0689,0.0259,0.1513,0.2327,35.1406,31.8822
780,2,0.42,0.08439719402476309,0.9391462306993642,0.0715,0.0269,0.157,0.2414,35.083,31.853
790,2,0.42,0.08765222534855402,0.9374102067586982,0.0741,0.0279,0.1627,0.2503,35.0241,31.8231
800,2,0.42,0.09095927147062269,0.9355926081983988,0.0767,0.0289,0.1685,0.2592,34.9638,31.7926
810,2,0.42,0.09431285714904497,0.9335849056603773,0.0794,0.0299,0.1744,0.2682,34.9023,31.7614
820,2,0.42,0.09771572000478272,0.931529108533647,0.0821,0.0309,0.1803,0.2773,34.8395,31.7296
830,2,0.42,0.10116512241687407,0.9293716512420848,0.0848,0.0319,0.1862,0.2864,34.7753,31.697
840,2,0.42,0.10466106438531922,0.9270729793356003,0.0875,0.0329,0.1922,0.2956,34.7098,31.6639
850,2,0.42,0.1082008082891559,0.9247039773302297,0.0902,0.0339,0.1982,0.3048,34.6429,31.63
860,2,0.42,0.11178709174934619,0.9222216780134201,0.0929,0.035,0.2042,0.314,34.5748,31.5955
870,2,0.42,0.11541443952396614,0.9196394686907021,0.0957,0.036,0.2102,0.3233,34.5053,31.5603
880,2,0.42,0.11908558923397763,0.9170114942528736,0.0984,0.0371,0.2163,0.3326,34.4344,31.5244
890,2,0.42,0.12280054087938085,0.914258962011771,0.1012,0.0381,0.2224,0.342,34.3622,31.4879
900,2,0.42,0.12655381921825173,0.9114822185688327,0.104,0.0391,0.2285,0.3514,34.2887,31.4507
910,2,0.42,0.13034816187155232,0.9085983114210107,0.1068,0.0402,0.2346,0.3608,34.2138,31.4128
920,2,0.42,0.13418083121832056,0.9056596074590934,0.1095,0.0412,0.2407,0.3702,34.1375,31.3742
930,2,0.42,0.13805182725855653,0.902633457602919,0.1123,0.0423,0.2468,0.3796,34.06,31.335
940,2,0.42,0.14196114999226006,0.8995680345572353,0.1151,0.0433,0.2529,0.389,33.981,31.2951
950,2,0.42,0.14590879941943138,0.8964313857930878,0.1179,0.0444,0.2591,0.3984,33.9008,31.2545
960,2,0.42,0.14989203791910832,0.8932276446522501,0.1207,0.0454,0.2652,0.4078,33.8192,31.2132
970,2,0.42,0.15391360311225308,0.8900074703852584,0.1235,0.0465,0.2713,0.4173,33.7363,31.1713
980,2,0.42,0.15796801975694147,0.8867283629683547,0.1263,0.0475,0.2774,0.4267,33.652,31.1288
990,2,0.42,0.16205802547413556,0.8834042840732482,0.1291,0.0486,0.2835,0.4361,33.5664,31.0855
1000,2,0.42,0.16618088264287342,0.8800408539799683,0.1318,0.0496,0.2897,0.4455,33.4795,31.0416
1010,2,0.42,0.1703393288841169,0.8766352736974061,0.1346,0.0507,0.2958,0.4549,33.3913,30.9971
1020,2,0.42,0.1745306265769042,0.8732275065880286,0.1374,0.0517,0.3018,0.4642,33.3018,30.9519
1030,2,0.42,0.17875477572123522,0.8697623131585395,0.1402,0.0528,0.3079,0.4736,33.2109,30.906
